"","Mix_names","Compound1","Compound2","x1","Tc"
"m406_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.8,508.7
"m407_hexane+cyclopentane","hexane+cyclopentane","hexane","cyclopentane",0.9,508.38
"m408_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.319,538
"m409_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.61,524.5
"m410_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.834,514.5
"m411_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.1,549.12
"m412_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.2,544.15
"m413_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.3,539.25
"m414_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.4,534.5
"m415_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.5,529.83
"m416_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.6,525.4
"m417_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.7,520.95
"m418_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.8,516.59
"m419_hexane+cyclohexane","hexane+cyclohexane","hexane","cyclohexane",0.9,512.37
"m420_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.1,516.53
"m421_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.2,520.21
"m422_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.3,523.52
"m423_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.4,526.58
"m424_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.5,529.4
"m425_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.6,532.05
"m426_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.7,534.48
"m427_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.8,536.66
"m428_heptane+cyclopentane","heptane+cyclopentane","heptane","cyclopentane",0.9,538.75
"m429_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.1,552.45
"m430_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.2,550.86
"m431_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.3,549.34
"m432_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.4,547.9
"m433_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.5,546.54
"m434_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.6,545.25
"m435_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.7,544.01
"m436_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.8,542.86
"m437_heptane+cyclohexane","heptane+cyclohexane","heptane","cyclohexane",0.9,541.77
"m438_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.1,521.88
"m439_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.2,529.86
"m440_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.3,536.95
"m441_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.4,543.3
"m442_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.5,548.87
"m443_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.6,553.82
"m444_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.7,558.23
"m445_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.8,562.27
"m446_octane+cyclopentane","octane+cyclopentane","octane","cyclopentane",0.9,565.92
"m447_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.1,556.48
"m448_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.2,558.46
"m449_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.3,560.22
"m450_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.4,561.84
"m451_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.5,563.38
"m452_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.6,564.79
"m453_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.7,566.11
"m454_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.8,567.33
"m455_octane+cyclohexane","octane+cyclohexane","octane","cyclohexane",0.9,568.34
"m456_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.1,527.63
"m457_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.2,540.23
"m458_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.3,550.57
"m459_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.4,559.59
"m460_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.5,567.48
"m461_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.6,574.12
"m462_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.7,580.19
"m463_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.8,585.74
"m464_nonane+cyclopentane","nonane+cyclopentane","nonane","cyclopentane",0.9,590.25
"m465_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.1,560.86
"m466_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.2,566.42
"m467_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.3,571.37
"m468_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.4,575.8
"m469_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.5,579.75
"m470_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.6,583.25
"m471_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.7,586.55
"m472_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.8,589.48
"m473_nonane+cyclohexane","nonane+cyclohexane","nonane","cyclohexane",0.9,592.04
"m474_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.1,565.1
"m475_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.2,574.9
"m476_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.3,583.2
"m477_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.4,590.6
"m478_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.5,597
"m479_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.6,602.3
"m480_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.7,606.8
"m481_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.8,610.8
"m482_decane+cyclohexane","decane+cyclohexane","decane","cyclohexane",0.9,614.3
"m483_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.1,581.6
"m484_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.2,602.7
"m485_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.3,618.6
"m486_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.4,631.6
"m487_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.5,642.5
"m488_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.6,651.6
"m489_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.7,659.2
"m490_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.8,665.7
"m491_tridecane+cyclohexane","tridecane+cyclohexane","tridecane","cyclohexane",0.9,670.6
"m492_methane+2-methylpropane","methane+2-methylpropane","methane","2-methylpropane",0.337,377.6
"m493_methane+2-methylpropane","methane+2-methylpropane","methane","2-methylpropane",0.558,344.3
"m494_methane+2-methylpropane","methane+2-methylpropane","methane","2-methylpropane",0.69,310.9
"m495_methane+2-methylbutane","methane+2-methylbutane","methane","2-methylbutane",0.15,449.2
"m496_methane+2-methylbutane","methane+2-methylbutane","methane","2-methylbutane",0.3339,429.2
"m497_methane+2,2-dimethylpropane","methane+2,2-dimethylpropane","methane","2,2-dimethylpropane",0.845,298.15
"m498_methane+methylcyclohexane","methane+methylcyclohexane","methane","methylcyclohexane",0.91,255.4
"m499_methane+methylcyclohexane","methane+methylcyclohexane","methane","methylcyclohexane",0.91,244.3
"m500_methane+methylcyclohexane","methane+methylcyclohexane","methane","methylcyclohexane",0.915,233.2
"m501_methane+methylcyclohexane","methane+methylcyclohexane","methane","methylcyclohexane",0.92,222
"m502_methane+methylcyclohexane","methane+methylcyclohexane","methane","methylcyclohexane",0.92,210.9
"m503_methane+methylcyclohexane","methane+methylcyclohexane","methane","methylcyclohexane",0.93,199.8
"m504_methane+ethene","methane+ethene","methane","ethene",0.11,273.2
"m505_methane+ethene","methane+ethene","methane","ethene",0.59,231.2
"m506_methane+ethene","methane+ethene","methane","ethene",0.85,195.2
"m507_ethane+ethene","ethane+ethene","ethane","ethene",0.285,290
"m508_ethane+ethene","ethane+ethene","ethane","ethene",0.44,292.5
"m509_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.0525,362.7
"m510_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.1031,360
"m511_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.3445,348.2
"m512_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.5285,337.6
"m513_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.8056,319.3
"m514_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.8989,311.9
"m515_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.9502,308.7
"m516_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.35,344.3
"m517_ethane+prop-1-ene","ethane+prop-1-ene","ethane","prop-1-ene",0.93,310.9
"m518_ethane+acetylene","ethane+acetylene","ethane","acetylene",0.27,297
"m519_ethane+acetylene","ethane+acetylene","ethane","acetylene",0.41,294.3
"m520_ethane+acetylene","ethane+acetylene","ethane","acetylene",0.51,293.11
"m521_ethane+acetylene","ethane+acetylene","ethane","acetylene",0.61,293.92
"m522_ethane+acetylene","ethane+acetylene","ethane","acetylene",0.68,296.9
"m523_ethane+benzene","ethane+benzene","ethane","benzene",0.0646,540.76
"m524_ethane+benzene","ethane+benzene","ethane","benzene",0.199,499.05
"m525_ethane+benzene","ethane+benzene","ethane","benzene",0.2798,473.1
"m526_ethane+benzene","ethane+benzene","ethane","benzene",0.5012,406.82
"m527_ethane+benzene","ethane+benzene","ethane","benzene",0.6998,358.46
"m528_ethane+benzene","ethane+benzene","ethane","benzene",0.8756,326.08
"m529_propane+2-methylbutane","propane+2-methylbutane","propane","2-methylbutane",0.101,454.3
"m530_propane+2-methylbutane","propane+2-methylbutane","propane","2-methylbutane",0.393,433.5
"m531_propane+2-methylbutane","propane+2-methylbutane","propane","2-methylbutane",0.588,415.6
"m532_propane+2-methylbutane","propane+2-methylbutane","propane","2-methylbutane",0.794,394.6
"m533_propane+2-methylbutane","propane+2-methylbutane","propane","2-methylbutane",0.899,382.5
"m534_propane+acetylene","propane+acetylene","propane","acetylene",0.166,313.7
"m535_propane+acetylene","propane+acetylene","propane","acetylene",0.237,319.8
"m536_propane+acetylene","propane+acetylene","propane","acetylene",0.297,322.6
"m537_propane+acetylene","propane+acetylene","propane","acetylene",0.433,333.1
"m538_propane+acetylene","propane+acetylene","propane","acetylene",0.514,338.7
"m539_propane+acetylene","propane+acetylene","propane","acetylene",0.546,343.1
"m540_propane+acetylene","propane+acetylene","propane","acetylene",0.86,364.8
"m541_propane+benzene","propane+benzene","propane","benzene",0.487,477.6
"m542_propane+benzene","propane+benzene","propane","benzene",0.683,444.3
"m543_propane+benzene","propane+benzene","propane","benzene",0.875,410.9
"m544_propane+benzene","propane+benzene","propane","benzene",0.985,377.6
"m545_propane+2,2-dimethylbutane","propane+2,2-dimethylbutane","propane","2,2-dimethylbutane",0.1527,477.91
"m546_propane+2,2-dimethylbutane","propane+2,2-dimethylbutane","propane","2,2-dimethylbutane",0.449,450.81
"m547_propane+2,2-dimethylbutane","propane+2,2-dimethylbutane","propane","2,2-dimethylbutane",0.6587,425.36
"m548_propane+2,2-dimethylbutane","propane+2,2-dimethylbutane","propane","2,2-dimethylbutane",0.8205,401.93
"m549_propane+2,2-dimethylbutane","propane+2,2-dimethylbutane","propane","2,2-dimethylbutane",0.9194,385.15
"m550_propane+2,3-dimethylbutane","propane+2,3-dimethylbutane","propane","2,3-dimethylbutane",0.1516,488.41
"m551_propane+2,3-dimethylbutane","propane+2,3-dimethylbutane","propane","2,3-dimethylbutane",0.4522,459.36
"m552_propane+2,3-dimethylbutane","propane+2,3-dimethylbutane","propane","2,3-dimethylbutane",0.6508,432.05
"m553_propane+2,3-dimethylbutane","propane+2,3-dimethylbutane","propane","2,3-dimethylbutane",0.8257,404.31
"m554_propane+2,3-dimethylbutane","propane+2,3-dimethylbutane","propane","2,3-dimethylbutane",0.9153,387.5
"m555_propane+2-methylpentane","propane+2-methylpentane","propane","2-methylpentane",0.1497,486.49
"m556_propane+2-methylpentane","propane+2-methylpentane","propane","2-methylpentane",0.4446,458.19
"m557_propane+2-methylpentane","propane+2-methylpentane","propane","2-methylpentane",0.6488,431.97
"m558_propane+2-methylpentane","propane+2-methylpentane","propane","2-methylpentane",0.8196,405.45
"m559_propane+2-methylpentane","propane+2-methylpentane","propane","2-methylpentane",0.919,386.58
"m560_propane+3-methylpentane","propane+3-methylpentane","propane","3-methylpentane",0.1451,492.65
"m561_propane+3-methylpentane","propane+3-methylpentane","propane","3-methylpentane",0.4453,462.68
"m562_propane+3-methylpentane","propane+3-methylpentane","propane","3-methylpentane",0.6554,436.37
"m563_propane+3-methylpentane","propane+3-methylpentane","propane","3-methylpentane",0.8336,404.92
"m564_propane+3-methylpentane","propane+3-methylpentane","propane","3-methylpentane",0.885,391.01
"m565_pentane+2,2-dimethylpropane","pentane+2,2-dimethylpropane","pentane","2,2-dimethylpropane",0.175,440.6
"m566_pentane+2,2-dimethylpropane","pentane+2,2-dimethylpropane","pentane","2,2-dimethylpropane",0.35,447.4
"m567_pentane+2,2-dimethylpropane","pentane+2,2-dimethylpropane","pentane","2,2-dimethylpropane",0.576,455.5
"m568_pentane+2,2-dimethylpropane","pentane+2,2-dimethylpropane","pentane","2,2-dimethylpropane",0.791,462.7
"m569_pentane+benzene","pentane+benzene","pentane","benzene",0.378,528.4
"m570_pentane+benzene","pentane+benzene","pentane","benzene",0.469,515.2
"m571_pentane+benzene","pentane+benzene","pentane","benzene",0.565,504.8
"m572_pentane+benzene","pentane+benzene","pentane","benzene",0.697,490.1
"m573_pentane+benzene","pentane+benzene","pentane","benzene",0.856,474.4
"m574_pentane+toluene","pentane+toluene","pentane","toluene",0.203,563.2
"m575_pentane+toluene","pentane+toluene","pentane","toluene",0.404,535.2
"m576_pentane+toluene","pentane+toluene","pentane","toluene",0.558,515.3
"m577_pentane+toluene","pentane+toluene","pentane","toluene",0.805,489.7
"m578_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.1,605.73
"m579_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.2,594
"m580_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.3,581.75
"m581_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.4,568.57
"m582_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.5,554.17
"m583_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.6,538.78
"m584_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.7,522.83
"m585_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.8,506.05
"m586_pentane+ethylbenzene","pentane+ethylbenzene","pentane","ethylbenzene",0.9,488.72
"m587_hexane+2,2-dimethylpropane","hexane+2,2-dimethylpropane","hexane","2,2-dimethylpropane",0.154,446.9
"m588_hexane+2,2-dimethylpropane","hexane+2,2-dimethylpropane","hexane","2,2-dimethylpropane",0.32,460.6
"m589_hexane+2,2-dimethylpropane","hexane+2,2-dimethylpropane","hexane","2,2-dimethylpropane",0.514,475.8
"m590_hexane+2,2-dimethylpropane","hexane+2,2-dimethylpropane","hexane","2,2-dimethylpropane",0.721,490.8
"m591_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.1,530.5
"m592_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.2,527.7
"m593_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.3,525
"m594_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.4,522.5
"m595_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.5,520
"m596_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.6,523.4
"m597_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.7,518.8
"m598_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.8,514.4
"m599_hexane+methylcyclopentane","hexane+methylcyclopentane","hexane","methylcyclopentane",0.9,511
"m600_hexane+2,2-dimethylbutane","hexane+2,2-dimethylbutane","hexane","2,2-dimethylbutane",0.1009,491
"m601_hexane+2,2-dimethylbutane","hexane+2,2-dimethylbutane","hexane","2,2-dimethylbutane",0.2018,492.8
"m602_hexane+2,2-dimethylbutane","hexane+2,2-dimethylbutane","hexane","2,2-dimethylbutane",0.3586,495.7
"m603_hexane+2,2-dimethylbutane","hexane+2,2-dimethylbutane","hexane","2,2-dimethylbutane",0.6071,500.5
"m604_hexane+2,2-dimethylbutane","hexane+2,2-dimethylbutane","hexane","2,2-dimethylbutane",0.6173,500.9
"m605_hexane+2,2-dimethylbutane","hexane+2,2-dimethylbutane","hexane","2,2-dimethylbutane",0.8569,504.7
"m606_hexane+2,3-dimethylbutane","hexane+2,3-dimethylbutane","hexane","2,3-dimethylbutane",0.3266,502
"m607_hexane+2,3-dimethylbutane","hexane+2,3-dimethylbutane","hexane","2,3-dimethylbutane",0.3275,501.7
"m608_hexane+2,3-dimethylbutane","hexane+2,3-dimethylbutane","hexane","2,3-dimethylbutane",0.5828,504.3
"m609_hexane+2,3-dimethylbutane","hexane+2,3-dimethylbutane","hexane","2,3-dimethylbutane",0.6151,504.1
"m610_hexane+2,3-dimethylbutane","hexane+2,3-dimethylbutane","hexane","2,3-dimethylbutane",0.7872,505.1
"m611_hexane+3-methylpentane","hexane+3-methylpentane","hexane","3-methylpentane",0.1569,504.5
"m612_hexane+3-methylpentane","hexane+3-methylpentane","hexane","3-methylpentane",0.4358,505.6
"m613_hexane+3-methylpentane","hexane+3-methylpentane","hexane","3-methylpentane",0.6467,506.1
"m614_hexane+3-methylpentane","hexane+3-methylpentane","hexane","3-methylpentane",0.5311,505.9
"m615_hexane+3-methylpentane","hexane+3-methylpentane","hexane","3-methylpentane",0.803,506.8
"m616_hexane+acetylene","hexane+acetylene","hexane","acetylene",0.335,413
"m617_hexane+acetylene","hexane+acetylene","hexane","acetylene",0.405,433
"m618_hexane+acetylene","hexane+acetylene","hexane","acetylene",0.485,453
"m619_hexane+acetylene","hexane+acetylene","hexane","acetylene",0.625,473
"m620_hexane+benzene","hexane+benzene","hexane","benzene",0.25,540.1
"m621_hexane+benzene","hexane+benzene","hexane","benzene",0.384,532.7
"m622_hexane+benzene","hexane+benzene","hexane","benzene",0.546,524.8
"m623_hexane+benzene","hexane+benzene","hexane","benzene",0.595,522.8
"m624_hexane+benzene","hexane+benzene","hexane","benzene",0.727,517.6
"m625_hexane+benzene","hexane+benzene","hexane","benzene",0.762,516.1
"m626_hexane+benzene","hexane+benzene","hexane","benzene",0.1,554.5
"m627_hexane+benzene","hexane+benzene","hexane","benzene",0.2,547.1
"m628_hexane+benzene","hexane+benzene","hexane","benzene",0.3,540.2
"m629_hexane+benzene","hexane+benzene","hexane","benzene",0.4,534
"m630_hexane+benzene","hexane+benzene","hexane","benzene",0.5,528.5
"m631_hexane+benzene","hexane+benzene","hexane","benzene",0.6,523.4
"m632_hexane+benzene","hexane+benzene","hexane","benzene",0.7,518.8
"m633_hexane+benzene","hexane+benzene","hexane","benzene",0.8,514.4
"m634_hexane+benzene","hexane+benzene","hexane","benzene",0.9,511
"m635_hexane+toluene","hexane+toluene","hexane","toluene",0.269,567.6
"m636_hexane+toluene","hexane+toluene","hexane","toluene",0.611,538.1
"m637_hexane+toluene","hexane+toluene","hexane","toluene",0.781,523.5
"m638_hexane+toluene","hexane+toluene","hexane","toluene",0.366,560.8
"m639_hexane+toluene","hexane+toluene","hexane","toluene",0.505,547.6
"m640_hexane+toluene","hexane+toluene","hexane","toluene",0.7,530.4
"m641_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.1,606.81
"m642_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.2,596.4
"m643_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.3,585.95
"m644_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.4,575.36
"m645_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.5,564.4
"m646_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.6,553.17
"m647_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.7,542
"m648_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.8,530.78
"m649_hexane+ethylbenzene","hexane+ethylbenzene","hexane","ethylbenzene",0.9,519.4
"m650_heptane+ethene","heptane+ethene","heptane","ethene",0.0301,301.5
"m651_heptane+ethene","heptane+ethene","heptane","ethene",0.1069,342.8
"m652_heptane+ethene","heptane+ethene","heptane","ethene",0.2199,396.1
"m653_heptane+ethene","heptane+ethene","heptane","ethene",0.3948,453.6
"m654_heptane+ethene","heptane+ethene","heptane","ethene",0.5275,483.6
"m655_heptane+ethene","heptane+ethene","heptane","ethene",0.7143,513.4
"m656_heptane+ethene","heptane+ethene","heptane","ethene",0.8154,525.1
"m657_heptane+ethene","heptane+ethene","heptane","ethene",0.9296,535.4
"m658_heptane+benzene","heptane+benzene","heptane","benzene",0.1,557.3
"m659_heptane+benzene","heptane+benzene","heptane","benzene",0.2,553.2
"m660_heptane+benzene","heptane+benzene","heptane","benzene",0.3,550.1
"m661_heptane+benzene","heptane+benzene","heptane","benzene",0.4,547.5
"m662_heptane+benzene","heptane+benzene","heptane","benzene",0.5,545.5
"m663_heptane+benzene","heptane+benzene","heptane","benzene",0.6,543.8
"m664_heptane+benzene","heptane+benzene","heptane","benzene",0.7,542.5
"m665_heptane+benzene","heptane+benzene","heptane","benzene",0.8,541.5
"m666_heptane+benzene","heptane+benzene","heptane","benzene",0.9,540.8
"m667_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.1,608.23
"m668_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.2,599.95
"m669_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.3,591.83
"m670_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.4,583.95
"m671_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.5,576.35
"m672_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.6,568.73
"m673_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.7,561.38
"m674_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.8,554.25
"m675_heptane+ethylbenzene","heptane+ethylbenzene","heptane","ethylbenzene",0.9,547.3
"m676_octane+2-methylheptane","octane+2-methylheptane","octane","2-methylheptane",0.1978,561.8
"m677_octane+2-methylheptane","octane+2-methylheptane","octane","2-methylheptane",0.4075,563.5
"m678_octane+2-methylheptane","octane+2-methylheptane","octane","2-methylheptane",0.5993,565.2
"m679_octane+2-methylheptane","octane+2-methylheptane","octane","2-methylheptane",0.6518,565.4
"m680_octane+2-methylheptane","octane+2-methylheptane","octane","2-methylheptane",0.7214,565.8
"m681_octane+benzene","octane+benzene","octane","benzene",0.1,561.1
"m682_octane+benzene","octane+benzene","octane","benzene",0.2,561
"m683_octane+benzene","octane+benzene","octane","benzene",0.3,561.4
"m684_octane+benzene","octane+benzene","octane","benzene",0.4,562.1
"m685_octane+benzene","octane+benzene","octane","benzene",0.5,563.1
"m686_octane+benzene","octane+benzene","octane","benzene",0.6,564.2
"m687_octane+benzene","octane+benzene","octane","benzene",0.7,565.4
"m688_octane+benzene","octane+benzene","octane","benzene",0.8,566.6
"m689_octane+benzene","octane+benzene","octane","benzene",0.9,567.8
"m690_octane+benzene","octane+benzene","octane","benzene",0.209,560.3
"m691_octane+benzene","octane+benzene","octane","benzene",0.497,562.4
"m692_octane+benzene","octane+benzene","octane","benzene",0.704,564.8
"m693_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.1,610.39
"m694_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.2,604.47
"m695_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.3,598.85
"m696_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.4,593.72
"m697_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.5,588.83
"m698_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.6,584.26
"m699_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.7,580.03
"m700_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.8,576.19
"m701_octane+ethylbenzene","octane+ethylbenzene","octane","ethylbenzene",0.9,572.48
"m702_nonane+benzene","nonane+benzene","nonane","benzene",0.1,566
"m703_nonane+benzene","nonane+benzene","nonane","benzene",0.2,569.6
"m704_nonane+benzene","nonane+benzene","nonane","benzene",0.3,573.2
"m705_nonane+benzene","nonane+benzene","nonane","benzene",0.4,576.7
"m706_nonane+benzene","nonane+benzene","nonane","benzene",0.5,580.3
"m707_nonane+benzene","nonane+benzene","nonane","benzene",0.6,583.7
"m708_nonane+benzene","nonane+benzene","nonane","benzene",0.7,586.8
"m709_nonane+benzene","nonane+benzene","nonane","benzene",0.8,589.6
"m710_nonane+benzene","nonane+benzene","nonane","benzene",0.9,591.9
"m711_decane+benzene","decane+benzene","decane","benzene",0.1266,570.2
"m712_decane+benzene","decane+benzene","decane","benzene",0.1791,575
"m713_decane+benzene","decane+benzene","decane","benzene",0.2995,583.6
"m714_decane+benzene","decane+benzene","decane","benzene",0.3755,587.8
"m715_decane+benzene","decane+benzene","decane","benzene",0.471,594.1
"m716_decane+benzene","decane+benzene","decane","benzene",0.4845,593.3
"m717_decane+benzene","decane+benzene","decane","benzene",0.5945,600
"m718_decane+benzene","decane+benzene","decane","benzene",0.7764,608.2
"m719_decane+benzene","decane+benzene","decane","benzene",0.1,570.1
"m720_decane+benzene","decane+benzene","decane","benzene",0.2,578
"m721_decane+benzene","decane+benzene","decane","benzene",0.3,584.9
"m722_decane+benzene","decane+benzene","decane","benzene",0.4,591.1
"m723_decane+benzene","decane+benzene","decane","benzene",0.5,596.8
"m724_decane+benzene","decane+benzene","decane","benzene",0.6,602.1
"m725_decane+benzene","decane+benzene","decane","benzene",0.7,606.8
"m726_decane+benzene","decane+benzene","decane","benzene",0.8,611
"m727_decane+benzene","decane+benzene","decane","benzene",0.9,614.4
